concept set,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,Domain,Vocabulary,,,,
type 1 diabetes,37200191,E10.3593,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"680,600","680,600",0,0,Condition,ICD10CM
type 1 diabetes,45576436,E10,Type 1 diabetes mellitus,ICD10 Hierarchy,Non-Standard,4/30/90,12/30/99,"675,529","675,529",0,0,Condition,ICD10
type 1 diabetes,45586138,E10.49,Type 1 diabetes mellitus with other diabetic neurological complication,5-char billing code,Non-Standard,12/31/69,12/30/99,"671,381","671,381",0,0,Condition,ICD10CM
type 1 diabetes,45543921,O24.019,"Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester",6-char billing code,Non-Standard,12/31/69,12/30/99,"624,834","624,834",0,0,Condition,ICD10CM
type 1 diabetes,45552381,E10.311,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,6-char billing code,Non-Standard,12/31/69,12/30/99,"614,896","614,896",0,0,Condition,ICD10CM
type 1 diabetes,45576440,E10.610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,6-char billing code,Non-Standard,12/31/69,12/30/99,"539,588","539,588",0,0,Condition,ICD10CM
type 1 diabetes,44819502,250.73,"Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled",5-dig billing code,Non-Standard,12/31/69,12/30/99,"469,494","469,494",0,0,Condition,ICD9CM
type 1 diabetes,45581351,E10.9,"Type 1 diabetes mellitus, Without complications",ICD10 code,Non-Standard,4/30/90,12/30/99,"440,367","440,367",0,0,Condition,ICD10
type 1 diabetes,44820683,250.33,"Diabetes with other coma, type I [juvenile type], uncontrolled",5-dig billing code,Non-Standard,12/31/69,12/30/99,"431,332","431,332",0,0,Condition,ICD9CM
type 1 diabetes,4152858,314893005,Type 1 diabetes mellitus with arthropathy,Disorder,Standard,1/30/02,12/30/99,"123,073","393,483","18,413","60,000",Condition,SNOMED
type 1 diabetes,44832192,250.31,"Diabetes with other coma, type I [juvenile type], not stated as uncontrolled",5-dig billing code,Non-Standard,12/31/69,12/30/99,"368,350","368,350",0,0,Condition,ICD9CM
type 1 diabetes,4224254,421075007,Ketoacidotic coma due to type 1 diabetes mellitus,Disorder,Standard,7/30/06,12/30/99,"346,287","346,287","67,335","67,335",Condition,SNOMED
type 1 diabetes,45557110,E10.11,Type 1 diabetes mellitus with ketoacidosis with coma,5-char billing code,Non-Standard,12/31/69,12/30/99,"345,639","345,639",0,0,Condition,ICD10CM
type 1 diabetes,4099214,190368000,Type 1 diabetes mellitus with ulcer,Disorder,Standard,1/30/02,12/30/99,"343,162","343,162","58,725","58,725",Condition,SNOMED
type 1 diabetes,45581350,E10.622,Type 1 diabetes mellitus with other skin ulcer,6-char billing code,Non-Standard,12/31/69,12/30/99,"342,565","342,565",0,0,Condition,ICD10CM
type 1 diabetes,37200151,E10.3313,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"338,118","338,118",0,0,Condition,ICD10CM
type 1 diabetes,37200148,E10.3299,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"312,368","312,368",0,0,Condition,ICD10CM
type 1 diabetes,37200159,E10.3413,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"303,195","303,195",0,0,Condition,ICD10CM
type 1 diabetes,45769832,7.2021E+13,Dermopathy due to type 1 diabetes mellitus,Disorder,Standard,1/30/15,12/30/99,"290,897","290,897","75,793","75,793",Condition,SNOMED
type 1 diabetes,4223303,420825003,Gangrene due to type 1 diabetes mellitus,Disorder,Standard,7/30/06,12/30/99,"283,593","283,593","56,799","56,799",Condition,SNOMED
type 1 diabetes,45769830,7.1771E+13,Neuropathic arthropathy due to type 1 diabetes mellitus,Disorder,Standard,1/30/15,12/30/99,"270,409","270,409","41,586","41,586",Condition,SNOMED
type 1 diabetes,37200189,E10.3591,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"267,531","267,531",0,0,Condition,ICD10CM
type 1 diabetes,4225055,420918009,Mononeuropathy due to type 1 diabetes mellitus,Disorder,Standard,7/30/06,12/30/99,"263,460","263,460","47,925","47,925",Condition,SNOMED
type 1 diabetes,45576439,E10.41,Type 1 diabetes mellitus with diabetic mononeuropathy,5-char billing code,Non-Standard,12/31/69,12/30/99,"263,339","263,339",0,0,Condition,ICD10CM
type 1 diabetes,37200190,E10.3592,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"260,189","260,189",0,0,Condition,ICD10CM
type 1 diabetes,37200143,E10.3213,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"256,878","256,878",0,0,Condition,ICD10CM
type 1 diabetes,45566729,E10.628,Type 1 diabetes mellitus with other skin complications,6-char billing code,Non-Standard,12/31/69,12/30/99,"243,623","243,623",0,0,Condition,ICD10CM
type 1 diabetes,45576437,E10.351,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,6-char nonbill code,Non-Standard,12/31/69,12/30/99,"240,764","240,764",0,0,Condition,ICD10CM
type 1 diabetes,40484648,444073006,Type 1 diabetes mellitus uncontrolled,Clinical Finding,Non-Standard,1/30/10,12/30/99,"216,323","216,323","1,277","1,277",Condition,SNOMED
type 1 diabetes,37200155,E10.3393,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"214,024","214,024",0,0,Condition,ICD10CM
type 1 diabetes,4225656,421920002,Cataract due to diabetes mellitus type 1,Disorder,Standard,7/30/06,12/30/99,"201,019","201,019","63,731","63,731",Condition,SNOMED
type 1 diabetes,45552382,E10.36,Type 1 diabetes mellitus with diabetic cataract,5-char billing code,Non-Standard,12/31/69,12/30/99,"200,924","200,924",0,0,Condition,ICD10CM
type 1 diabetes,37200149,E10.3311,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"197,826","197,826",0,0,Condition,ICD10CM
type 1 diabetes,37200187,E10.3553,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"190,619","190,619",0,0,Condition,ICD10CM
type 1 diabetes,37200192,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"182,556","182,556",0,0,Condition,ICD10CM
type 1 diabetes,37200157,E10.3411,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"179,415","179,415",0,0,Condition,ICD10CM
type 1 diabetes,37200150,E10.3312,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"178,000","178,000",0,0,Condition,ICD10CM
type 1 diabetes,37200158,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"162,369","162,369",0,0,Condition,ICD10CM
type 1 diabetes,45577566,O24.03,"Pre-existing type 1 diabetes mellitus, in the puerperium",5-char billing code,Non-Standard,12/31/69,12/30/99,"158,469","158,469",0,0,Condition,ICD10CM
type 1 diabetes,37200141,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"151,562","151,562",0,0,Condition,ICD10CM
type 1 diabetes,37200145,E10.3291,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"147,490","147,490",0,0,Condition,ICD10CM
type 1 diabetes,45571654,E10.359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,6-char nonbill code,Non-Standard,12/31/69,12/30/99,"143,381","143,381",0,0,Condition,ICD10CM
type 1 diabetes,37200142,E10.3212,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"139,184","139,184",0,0,Condition,ICD10CM
type 1 diabetes,37200146,E10.3292,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"130,278","130,278",0,0,Condition,ICD10CM
type 1 diabetes,45591026,E10.329,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,6-char nonbill code,Non-Standard,12/31/69,12/30/99,"125,407","125,407",0,0,Condition,ICD10CM
type 1 diabetes,45537960,E10.618,Type 1 diabetes mellitus with other diabetic arthropathy,6-char billing code,Non-Standard,12/31/69,12/30/99,"122,263","122,263",0,0,Condition,ICD10CM
type 1 diabetes,44832191,250.23,"Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled",5-dig billing code,Non-Standard,12/31/69,12/30/99,"116,422","116,422",0,0,Condition,ICD9CM
type 1 diabetes,42535540,3.68561E+14,Hyperosmolarity due to type 1 diabetes mellitus,Disorder,Standard,1/30/18,12/30/99,"58,212","105,318","19,951","37,886",Condition,SNOMED
type 1 diabetes,37200163,E10.3493,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"105,130","105,130",0,0,Condition,ICD10CM
type 1 diabetes,4228112,421437000,Hypoglycemic coma due to type 1 diabetes mellitus,Disorder,Standard,7/30/06,12/30/99,"96,291","96,291","22,752","22,752",Condition,SNOMED
type 1 diabetes,45552383,E10.641,Type 1 diabetes mellitus with hypoglycemia with coma,6-char billing code,Non-Standard,12/31/69,12/30/99,"95,756","95,756",0,0,Condition,ICD10CM
type 1 diabetes,37200168,E10.3519,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"94,116","94,116",0,0,Condition,ICD10CM
type 1 diabetes,37200144,E10.3219,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"90,554","90,554",0,0,Condition,ICD10CM
type 1 diabetes,37200170,E10.3521,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"83,876","83,876",0,0,Condition,ICD10CM
type 1 diabetes,45586137,E10.2,"Type 1 diabetes mellitus, With renal complications",ICD10 code,Non-Standard,4/30/90,12/30/99,"83,660","83,660",0,0,Condition,ICD10
type 1 diabetes,45769873,8.2571E+13,Traction detachment of retina due to type 1 diabetes mellitus,Disorder,Standard,1/30/15,12/30/99,"83,503","83,503","15,959","15,959",Condition,SNOMED
type 1 diabetes,37200171,E10.3522,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"83,184","83,184",0,0,Condition,ICD10CM
type 1 diabetes,45561947,E10.331,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,6-char nonbill code,Non-Standard,12/31/69,12/30/99,"75,894","75,894",0,0,Condition,ICD10CM
type 1 diabetes,45473340,C10E.00,Type 1 diabetes mellitus,Read,Non-Standard,12/31/69,12/30/99,"73,395","73,395",0,0,Condition,Read
type 1 diabetes,37200175,E10.3531,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"64,866","64,866",0,0,Condition,ICD10CM
type 1 diabetes,45595793,E10.321,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,6-char nonbill code,Non-Standard,12/31/69,12/30/99,"64,276","64,276",0,0,Condition,ICD10CM
type 1 diabetes,37200176,E10.3532,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"63,778","63,778",0,0,Condition,ICD10CM
type 1 diabetes,37200153,E10.3391,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"59,634","59,634",0,0,Condition,ICD10CM
type 1 diabetes,45595794,E10.341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,6-char nonbill code,Non-Standard,12/31/69,12/30/99,"58,284","58,284",0,0,Condition,ICD10CM
type 1 diabetes,45571655,E10.7,"Type 1 diabetes mellitus, With multiple complications",ICD10 code,Non-Standard,4/30/90,12/30/99,"58,257","58,257",0,0,Condition,ICD10
type 1 diabetes,37200172,E10.3523,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",7-char billing code,Non-Standard,12/31/16,12/30/99,"54,280","54,280",0,0,Condition,ICD10CM
type 1 diabetes,37200161,E10.3491,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"52,904","52,904",0,0,Condition,ICD10CM
type 1 diabetes,37200154,E10.3392,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"50,487","50,487",0,0,Condition,ICD10CM
type 1 diabetes,45533016,E10.4,"Type 1 diabetes mellitus, With neurological complications",ICD10 code,Non-Standard,4/30/90,12/30/99,"49,343","49,343",0,0,Condition,ICD10
type 1 diabetes,1567940,E10,Type 1 diabetes mellitus,3-char nonbill code,Non-Standard,12/31/11,12/30/99,"49,199","49,199",0,0,Condition,ICD10CM
type 1 diabetes,45542735,E10.1,"Type 1 diabetes mellitus, With ketoacidosis",ICD10 code,Non-Standard,4/30/90,12/30/99,"48,819","48,819",0,0,Condition,ICD10
type 1 diabetes,37200162,E10.3492,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"48,600","48,600",0,0,Condition,ICD10CM
type 1 diabetes,201531,190330002,Hyperosmolar coma due to type 1 diabetes mellitus,Disorder,Standard,1/30/02,12/30/99,"47,069","47,069","17,906","17,906",Condition,SNOMED
type 1 diabetes,44832190,250.21,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled",5-dig billing code,Non-Standard,12/31/69,12/30/99,"47,043","47,043",0,0,Condition,ICD9CM
type 1 diabetes,45600639,E10.620,Type 1 diabetes mellitus with diabetic dermatitis,6-char billing code,Non-Standard,12/31/69,12/30/99,"44,178","44,178",0,0,Condition,ICD10CM
type 1 diabetes,4143857,427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus,Disorder,Standard,7/30/07,12/30/99,"41,214","41,214","7,807","7,807",Condition,SNOMED
type 1 diabetes,45561948,E10.44,Type 1 diabetes mellitus with diabetic amyotrophy,5-char billing code,Non-Standard,12/31/69,12/30/99,"41,200","41,200",0,0,Condition,ICD10CM
type 1 diabetes,37200156,E10.3399,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"40,901","40,901",0,0,Condition,ICD10CM
type 1 diabetes,45605397,E10.339,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,6-char nonbill code,Non-Standard,12/31/69,12/30/99,"35,530","35,530",0,0,Condition,ICD10CM
type 1 diabetes,45547623,E10.638,Type 1 diabetes mellitus with other oral complications,6-char billing code,Non-Standard,12/31/69,12/30/99,"33,954","33,954",0,0,Condition,ICD10CM
type 1 diabetes,45557111,E10.630,Type 1 diabetes mellitus with periodontal disease,6-char billing code,Non-Standard,12/31/69,12/30/99,"33,690","33,690",0,0,Condition,ICD10CM
type 1 diabetes,37200185,E10.3551,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",7-char billing code,Non-Standard,12/31/16,12/30/99,"33,267","33,267",0,0,Condition,ICD10CM
